http://dbpedia.org/resource/Crunchie,http://dbpedia.org/resource/Facebook
http://dbpedia.org/resource/Usenet,http://dbpedia.org/resource/Microsoft
http://dbpedia.org/resource/Smarter_Planet,http://dbpedia.org/resource/IBM
http://dbpedia.org/resource/Dehomag,http://dbpedia.org/resource/IBM
http://dbpedia.org/resource/Achilles,http://dbpedia.org/resource/Brad_Pitt
http://dbpedia.org/resource/Jack_Sparrow,http://dbpedia.org/resource/Johnny_Depp
http://dbpedia.org/resource/Golden_Globe_Award_for_Best_Actor_-_Motion_Picture_Drama,http://dbpedia.org/resource/Leonardo_DiCaprio
http://dbpedia.org/resource/Live_Earth,http://dbpedia.org/resource/Leonardo_DiCaprio
http://dbpedia.org/resource/Niko_Bellic,http://dbpedia.org/resource/Grand_Theft_Auto_IV
http://dbpedia.org/resource/Kevin_Cloud,http://dbpedia.org/resource/Quake_(video_game)
http://dbpedia.org/resource/Shub-Niggurath,http://dbpedia.org/resource/Quake_(video_game)
http://dbpedia.org/resource/Red_Annihilation,http://dbpedia.org/resource/Quake_(video_game)
http://dbpedia.org/resource/Blahbalicious,http://dbpedia.org/resource/Quake_(video_game)
http://dbpedia.org/resource/DirectDraw,http://dbpedia.org/resource/Quake_(video_game)
http://dbpedia.org/resource/Illuminati,http://dbpedia.org/resource/Deus_Ex
http://dbpedia.org/resource/WaveGroup_Sound,http://dbpedia.org/resource/Guitar_Hero_(video_game)
http://dbpedia.org/resource/Ed_Fries,http://dbpedia.org/resource/Guitar_Hero_(video_game)
http://dbpedia.org/resource/Ragnarök,http://dbpedia.org/resource/Max_Payne
http://dbpedia.org/resource/Golden_Joystick_Award,http://dbpedia.org/resource/Max_Payne
http://dbpedia.org/resource/Tomb_Raider_(video_game),http://dbpedia.org/resource/Max_Payne
http://dbpedia.org/resource/Chuck_Norris_facts,http://dbpedia.org/resource/Chuck_Norris
http://dbpedia.org/resource/Chun_Kuk_Do,http://dbpedia.org/resource/Chuck_Norris
http://dbpedia.org/resource/Satriale's_Pork_Store,http://dbpedia.org/resource/The_Sopranos
"http://dbpedia.org/resource/Templeton_""Faceman""_Peck",http://dbpedia.org/resource/The_A-Team
http://dbpedia.org/resource/Super_Bowl_XVII,http://dbpedia.org/resource/The_A-Team
http://dbpedia.org/resource/The_Problem_with_Popplers,http://dbpedia.org/resource/Futurama
http://dbpedia.org/resource/Futurama_(New_York_World's_Fair),http://dbpedia.org/resource/Futurama
http://dbpedia.org/resource/The_Mirage,http://dbpedia.org/resource/Futurama
http://dbpedia.org/resource/Blake_Leyh,http://dbpedia.org/resource/The_Wire
